3048,False
19563,False
58302,False
8870,False
40228,False
31488,False
21860,False
56863,False
845,False
25770,False
50959,False
56085,False
5007,False
40115,False
38310,False
33623,False
4212,False
40881,False
54592,False
43759,False
12231,False
58384,False
17506,False
31835,False
30293,False
1606,False
33194,False
31196,False
5961,False
6085,False
5701,False
31066,False
55851,False
35490,False
35485,False
21393,False
5285,False
44115,False
57568,False
19453,False
18952,False
25736,False
56222,False
9876,False
11251,False
38298,False
8839,False
11534,False
7949,False
49034,False
2233,False
41172,False
47500,False
14674,False
9738,False
48282,False
8391,False
2753,False
11919,False
51759,False
45995,False
37499,False
38856,False
51745,False
7298,False
54052,False
43101,False
25643,False
57588,False
58386,False
56924,False
1696,False
20674,False
15574,False
45325,False
27916,False
54122,False
50164,False
42358,False
26877,False
45519,False
32061,False
49936,False
43657,False
49685,False
27790,False
11193,False
8351,False
59786,False
49732,False
36867,False
6361,False
25970,False
470,False
23121,False
51256,False
36090,False
23405,False
58007,False
24194,False
39891,False
27185,False
11144,False
42875,False
48258,False
15274,False
34031,False
8189,False
26140,False
22452,False
54018,False
48835,False
23748,False
6043,False
9861,False
31486,False
48824,False
38363,False
59807,False
49769,False
20710,False
43881,False
22331,False
40922,False
37297,False
32841,False
17950,False
11526,False
53830,False
22223,False
38260,False
4451,False
49263,False
58996,False
52171,False
26913,False
40483,False
35602,False
30114,False
52814,False
25440,False
38559,False
43733,False
39372,False
8383,False
55432,False
8110,False
20567,False
48947,False
31110,False
2322,False
54044,False
7891,False
33243,False
16735,False
46512,False
31118,False
6999,False
11207,False
6952,False
29525,False
29435,False
37304,False
46838,False
15491,False
45821,False
48127,False
20345,False
4661,False
157,False
17433,False
28606,False
21783,False
32922,False
42125,False
4484,False
54548,False
55778,False
46023,False
22039,False
41017,False
4138,False
29927,False
8511,False
2924,False
44310,False
10642,False
11019,False
43219,False
57881,False
55823,False
23488,False
46900,False
34942,False
30009,False
47657,False
36625,False
53403,False
34972,False
50583,False
14487,False
9054,False
9374,False
3260,False
39685,False
3305,False
57141,False
44302,False
31120,False
49399,False
17787,False
10441,False
18714,False
37844,False
13608,False
57546,False
5356,False
34751,False
19855,False
41148,False
10641,False
39621,False
16209,False
37391,False
54194,False
23749,False
50560,False
43089,False
34849,False
8034,False
32977,False
54727,False
2074,False
7595,False
36156,False
20384,False
59625,False
39996,False
23237,False
2051,False
17773,False
11734,False
55640,False
31776,False
47344,False
40085,False
49045,False
5070,False
38583,False
51535,False
1247,False
56046,False
72,False
38988,False
12883,False
32451,False
16271,False
28092,False
4589,False
36985,False
55353,False
55233,False
8214,False
13517,False
59619,False
12075,False
32628,False
42945,False
18908,False
15936,False
5481,False
6083,False
30732,False
7441,False
23791,False
5161,False
33216,False
6033,False
47515,False
8750,False
38664,False
8221,False
11888,False
30256,False
11430,False
12331,False
13379,False
48187,False
15336,False
16907,False
50659,False
33003,False
32906,False
17668,False
40334,False
56708,False
11254,False
26184,False
24779,False
24352,False
45022,False
39653,False
23016,False
43789,False
2931,False
41910,False
54350,False
23324,False
21233,False
54623,False
28972,False
11328,False
38560,False
58701,False
24061,False
15284,False
28578,False
2807,False
54700,False
43947,False
27946,False
53780,False
51740,False
52849,False
12319,False
8493,False
17594,False
22184,False
1180,False
11625,False
39099,False
28259,False
34271,False
37605,False
20983,False
52798,False
18223,False
14918,False
10066,False
31261,False
14583,False
44716,False
42460,False
21547,False
7776,False
22116,False
59268,False
44000,False
46013,False
789,False
17333,False
52427,False
20559,False
21936,False
57939,False
6344,False
35447,False
8942,False
18434,False
48249,False
27011,False
58180,False
30261,False
39388,False
47017,False
13511,False
45921,False
23060,False
12302,False
27877,False
16655,False
8792,False
15124,False
11753,False
21946,False
40915,False
38926,False
1821,False
31238,False
27420,False
40029,False
29562,False
18894,False
2530,False
53558,False
52837,False
9875,False
58719,False
15146,False
40649,False
1197,False
57629,False
759,False
10604,False
43532,False
7251,False
43129,False
16457,False
52942,False
53695,False
50941,False
47713,False
59484,False
56666,False
26153,False
42258,False
41357,False
32980,False
16678,False
8621,False
46009,False
24577,False
2343,False
31320,False
6175,False
34351,False
19299,False
52927,False
24768,False
44468,False
48276,False
8434,False
12774,False
49567,False
38149,False
38004,False
6423,False
45356,False
10946,False
588,False
51315,False
17536,False
58619,False
37441,False
22886,False
46201,False
46238,False
3203,False
5621,False
33574,False
47861,False
19912,False
31045,False
36470,False
40696,False
24508,False
35168,False
43435,False
25479,False
46928,False
16477,False
56902,False
7978,False
18199,False
29244,False
39088,False
47859,False
22761,False
4402,False
22804,False
292,False
22511,False
25040,False
48067,False
22520,False
27637,False
30995,False
38913,False
35104,False
17680,False
25417,False
57552,False
17874,False
39270,False
28806,False
11269,False
36408,False
59106,False
19654,False
3535,False
18088,False
9096,False
54259,False
302,False
44600,False
36668,False
38613,False
44980,False
35525,False
23699,False
58603,False
22194,False
33012,False
57506,False
18695,False
40888,False
19727,False
45292,False
46443,False
33372,False
54229,False
46854,False
18801,False
30239,False
29948,False
11672,False
18414,False
43228,False
36604,False
51328,False
15311,False
50853,False
53340,False
32955,False
40020,False
38581,False
59266,False
51651,False
36805,False
50962,False
26217,False
37815,False
1717,False
56729,False
13653,False
53410,False
37697,False
18418,False
54567,False
5808,False
42855,False
26757,False
41865,False
8966,False
24666,False
44693,False
38177,False
25483,False
36345,False
47171,False
3833,False
44955,False
204,False
8628,False
3294,False
38634,False
33950,False
50062,False
35240,False
49680,False
21522,False
54405,False
44847,False
27601,False
22146,False
33722,False
14158,False
44891,False
19215,False
26302,False
46226,False
41769,False
18337,False
42027,False
45245,False
29863,False
37287,False
44954,False
14032,False
2497,False
13821,False
59386,False
42476,False
13802,False
44222,False
57704,False
51837,False
30959,False
39980,False
19508,False
11602,False
32138,False
26573,False
48666,False
48273,False
22287,False
39203,False
5766,False
41310,False
59443,False
30328,False
54653,False
57698,False
47366,False
56592,False
13587,False
22545,False
36000,False
46800,False
42825,False
31814,False
20098,False
41224,False
35587,False
57533,False
26638,False
51980,False
41178,False
40323,False
3423,False
6249,False
31667,False
2080,False
32984,False
47187,False
40176,False
18840,False
31360,False
52981,False
51948,False
33285,False
28887,False
36272,False
39239,False
10101,False
57033,False
55811,False
10521,False
46611,False
43200,False
7972,False
52202,False
25603,False
33520,False
2287,False
10391,False
4794,False
5407,False
13054,False
1613,False
59212,False
8575,False
12757,False
13009,False
29899,False
24213,False
22011,False
38748,False
47893,False
51234,False
13961,False
17241,False
47603,False
53657,False
54214,False
18575,False
1002,False
1787,False
58670,False
59509,False
29342,False
9244,False
19196,False
23491,False
51359,False
35049,False
216,False
57024,False
46104,False
34604,False
14093,False
52943,False
19734,False
26650,False
56446,False
20566,False
34191,False
53433,False
20173,False
30348,False
29316,False
38971,False
19703,False
8249,False
30654,False
271,False
2840,False
34691,False
52269,False
14245,False
11300,False
23730,False
13003,False
46963,False
19309,False
31895,False
26090,False
49306,False
57794,False
52537,False
52348,False
32468,False
36194,False
56734,False
29471,False
28053,False
1844,False
3881,False
38496,False
37411,False
53787,False
8280,False
7685,False
17824,False
1650,False
52929,False
42741,False
59606,False
35595,False
7576,False
17967,False
49550,False
46908,False
21781,False
11664,False
41975,False
38794,False
21366,False
48979,False
49797,False
39491,False
51142,False
25190,False
21476,False
33785,False
30310,False
59873,False
10327,False
8946,False
16861,False
28002,False
6341,False
28319,False
19118,False
54206,False
35099,False
11874,False
34636,False
15412,False
45140,False
28081,False
18282,False
40201,False
19906,False
15547,False
40563,False
5858,False
59731,False
45803,False
23249,False
59522,False
39181,False
19221,False
43739,False
52905,False
49307,False
20807,False
35064,False
33006,False
22773,False
37221,False
13703,False
36570,False
19828,False
30916,False
31330,False
39435,False
59059,False
46835,False
34549,False
9721,False
